商品ｺｰﾄﾞ,商品名,商品名索引,単位,上代単価
500132,ｻﾝﾜｶﾞｰﾄﾞ　防水ｽﾌﾟﾚｰ,ｻﾝﾜｶﾞｰ,本,0
500133,みけし (補助剤),ﾐｹｼ,本,0
500134,S-4(ﾏｼﾞｯｸ消し)  500ml,ﾏｼﾞｯｸ,本,6000
500135,ﾊｲﾄﾞﾛｻﾙﾌｧｲﾄ (漂白剤)500g,ﾊｲﾄﾞﾛｻ,本,2500
500136,氷酢酸 500ml,ﾋｮｳｻｸｻ,本,1200
500137,ｱｾﾄﾝ　14KG,ｱｾﾄﾝ,缶,0
500138,しみとりくん(油性),ｼﾐﾄﾘｸﾝ,本,950
500139,ソープペン(水性),ｿｰﾌﾟﾍﾟ,本,750
500140,ﾀｰｺﾞ(946ml入),ﾀ-ｺﾞ,本,0
500141,ﾗﾛ-ｻﾞR1(NET　18L),ﾗﾛｰｻﾞ,缶,18000
500142,ﾗﾛ-ｻﾞR2(NET18.0Kg),ﾗﾛｰｻﾞ,缶,0
500143,ﾗﾛ-ｻﾞR3(NET　18L),ﾗﾛｰｻﾞ,缶,0
500144,ﾗﾛ-ｻﾞR4(NET20.0Kg),ﾗﾛｰｻﾞ,缶,0
500145,ｽﾎﾟｯﾀ-A (500ml),ｽﾎﾟｯﾀｰ,本,2000
500146,酵素(ｴﾝﾁﾛﾝSA-100),ｺｳｿ,KG,0
500147,ﾄﾞﾗｲ用ｻｲﾝﾍﾟﾝ　ﾗﾝﾄﾞﾘｰﾍﾟﾝ,ｻｲﾝﾍﾟﾝ,本,250
500148,ｻﾞｲﾑ　液体酵素,ｻﾞｲﾑ,本,2000
500149,ﾃﾞｵﾄﾞﾗｲｸ(脱臭剤)*１Ｋg,ﾃﾞｵﾄﾞﾗ,個,0
500150,修正色鉛筆　24色,ｼｭｳｾｲｲ,ｾｯﾄ,6500
500151,すみ落しα,ｽﾐｵﾄｼｱ,本,2500
500152,ｼﾐﾄｰﾙS(水性),ｼﾐﾄ-ﾙS,本,1500
500153,ﾕｶｲ(油性洗剤),ﾕｶｲ,個,0
500154,ｽﾎﾟｯﾄｾﾞﾘ-M-1(油性補助剤),ｽﾎﾟｯﾄ,本,3000
500155,漂白剤　5KG入,ﾋｮｳﾊｸｻ,個,0
500156,溶剤 ﾗﾛｰｻﾞΣ21　1L入,ﾗﾛｰｻﾞｼ,個,0
500157,ﾊﾞｲﾀﾙD-51(ﾄﾞﾗｲ用溶剤)16KG入,ﾊﾞｲﾀﾙD,缶,11500
500159,修正用液体染料(12本入),ｼｭｳｾｲﾖ,ｾｯﾄ,10000
500160,Aｶﾞｰﾄﾞ(18L),ｴｰｶﾞｰﾄﾞ,缶,0
500161,溶剤 ﾗﾛ-ｻﾞβ21(1L入),ﾗﾛｰｻﾞﾍ,個,0
500162,純ﾎﾜｲﾄ(15KG),ｼﾞｭﾝﾎﾜ,箱,12000
500163,ｼﾐ抜ｷ3点ｾｯﾄ(ｵｻﾞﾜ),ｵｻﾞﾜｼﾐ,ｾｯﾄ,0
500164,ﾊﾟﾙﾃｨｱﾝWS　仕上剤　16Kg,ﾊﾟﾙﾃｨｱﾝ,本,0
500165,漂白剤　500g入,ﾋｮｳﾊｸ,個,1000
500166,溶剤 AK-35(1L),AK-35,個,0
500167,ﾀﾞｲﾌﾘｰGA-6010(剥離剤),ﾀﾞｲﾌﾘｰ,本,0
500168,溶剤  ﾏｰｸｶｯﾄ　　14kg,ﾏｰｸｶｯﾄ,缶,6500
500169,ｴｱｰｽﾁｯｸ(糊剤)420ml,ｴｱｰｽﾁ,本,1000
500170,ｽﾘｰｿｰﾌ(高千穂産業)18KG入,ｽﾘｰｿｰﾌ,缶,11000
500171,ﾃﾄﾗﾋﾄﾞﾛﾌﾗﾝ(T.H.F) 500ml,ﾃﾄﾗﾋﾄﾞ,本,0
500172,みやこ黒,ﾐﾔｺｸﾛ,個,0
500173,浸透剤,ｼﾝﾄｳｻﾞ,個,550
500174,ｶﾗｰｱｯﾌﾟﾙBL(すれ直し)500g,ｽﾚﾅｵｼ,個,2700
500175,ﾁｬｺ消ｼ　16ml,ﾁｬｺｹｼ,本,700
500176,漂白剤　3Kg入,ﾋｮｳﾊｸ,個,0
500177,ｱﾝﾓﾆｱ水(28%)500ml,ｱﾝﾓﾆｱｽ,本,0
500178,花王 ﾈｵﾍﾟﾚｯｸ Gｰ65(20Kg),ﾈｵﾍﾟﾚｯ,個,0
500179,ｲﾝｸｶｯﾄ　200ml,ｲﾝｸｶｯﾄ,本,2500
500180,酸性染料 ７本入,ｻﾝｾｲｾﾝ,ｾｯﾄ,0
500181,ｱｾﾄﾝ　500ml,ｱｾﾄﾝ,本,1500
500182,ﾊｲｿﾌﾅｰ･大(ﾅｵﾓﾄ),ﾊｲｿﾌﾅｰ,個,0
500183,ﾃｶﾘﾉｰﾝ(38Cmx80Cm),ﾃｶﾘﾉｰﾝ,枚,0
500184,ｽｰﾊﾟｰﾌｧｲﾝﾄ,ｽｰﾊﾟｰﾌｧｲﾝﾄ,缶,0
500185,ｻﾝﾋﾟﾝ,ｻﾝﾋﾟﾝ,本,0
500186,ﾗﾛｰｻﾞ Rｾｯﾄ容器用ｷｬｯﾌﾟ,ｷｬｯﾌﾟ,個,0
500187,ｶﾗｰｱｯﾌﾟ(ｽﾚ直し修正剤),ｶﾗｰｱｯﾌ,本,0
500188,新 ｷｬﾆｵﾝｽﾌﾟﾚｰ ﾎﾞﾄﾙ付,ｷｬﾆｵﾝ,個,800
500189,ﾌﾟﾘﾝﾄﾘﾑｰﾊﾞｰ　(4L),ﾌﾟﾘﾝﾄﾘ,個,0
500190,ﾌﾟﾘﾝﾄﾘﾑｰﾊﾞｰ　(16L),ﾌﾟﾘﾝﾄ,缶,0
500191,ﾛｰﾄﾞ油(380g),ﾛｰﾄﾞﾕ,本,0
500192,ﾄﾘﾌﾟﾗｰｾﾞ液体酵素,ﾄﾘﾌﾟﾗ,本,2000
500193,ﾊｲﾄﾞﾛｻﾙﾌｧｲﾄ　15KG,ﾊｲﾄﾞﾛｻ,缶,0
500194,ｼﾞﾒﾁﾙﾎﾙﾑｱﾐﾄﾞ,ｼﾞﾒﾁﾙ,個,0
500195,液体ｱｸﾘﾙ顔料(ﾊﾛｰ*12色),ｱｸﾘﾙｶﾞ,ｾｯﾄ,0
500196,ｲﾝｸｶｯﾄ　4L入　　低粘度,ｲﾝｸｶｯﾄ,個,9000
500197,漂白剤　900g入,ﾋｮｳﾊｸｻ,本,5000
500198,ﾁｬｺ消し(ﾏｰｶｰﾍﾟﾝ),ﾁｬｺｹｼ,本,700
500199,ﾘﾝｸﾙｵﾌ(ｽﾌﾟﾚｰ),ﾘﾝｸﾙｵﾌ,本,0
500200,ｲﾝｸｶｯﾄ　1L入,ｲﾝｸｶｯﾄ,個,7000
500201,ﾊﾟﾘｯﾄｽﾌﾟﾚｰ　(ｽﾌﾟﾚｰ糊),,本,0
500203,ｻﾞｲﾂV2　補充用*1Kg入,ｻﾞｲﾂ,個,0
500204,ｻﾞｲﾂV3　補充用*1Kg入,ｻﾞｲﾂ,個,0
500205,ﾒﾁﾙｴﾁﾙｹﾄﾝ(M.E.K)500ml,ﾒﾁﾙｴﾁﾙ,本,1500
500206,ﾒﾁﾙｴﾁﾙｹﾄﾝ(M.E.K)14KG,ﾒﾁﾙｴﾁﾙ,缶,0
500207,亜硫酸水素ﾅﾄﾘｳﾑ　500ml,ｱﾘｭｳｻﾝ,本,0
500208,次亜塩素酸ﾅﾄﾘｳﾑ　500ml,ｼﾞｱｴﾝｿ,ﾎﾝ,0
500209,溶剤 ﾗﾛｰｻﾞβ21　5L入,ﾗﾛｰｻﾞﾍ,個,0
500212,ﾗﾛ-ｻﾞR2000α(UN缶入),ﾗﾛｰｻﾞｱ,缶,0
500215,補助剤ﾗﾛｰｻﾞR2 補充用 5L入,ﾗﾛｰｻﾞR,本,24000
500216,ｽﾊﾟｯﾄ №3(ｲｴﾛｰﾋﾟｭｱ水性)　400ml,ｽﾊﾟｯﾄ,本,2500
500217,ｽﾊﾟｯﾄ №1(ｵｲﾘｰﾋﾟｭｱ油性)　400ml,ｽﾊﾟｯﾄ,本,0
500219,補助剤　ﾎﾜｲﾀｰ　100cc入　ｵｻﾞﾜ,ﾎﾜｲﾀｰ,本,880
500220,ｲﾝｸ消し　16ml,ｲﾝｸｹｼ,本,750
500221,簡潔主義ＥＶＯ　15Kg,ｶﾝｹﾂ,箱,0
500222,針状石鹸(ﾜｲｼｬﾂ洗)15Kg,ｼﾝｼﾞｮｳ,袋,0
500223,漂白剤　　20Kg,ﾋｮｳﾊｸ,袋,0
500224,ｼﾜﾄﾘ名人(ｼﾘｺﾝ加工剤)ﾊｰﾄﾞ　10kg,ｼﾜﾄﾘ,個,0
500225,ｿﾌﾀｰｴｲﾄﾌﾟﾗｽ　　2L,ｿﾌﾀｰ,個,0
500226,ﾗﾛｰｻﾞR ﾐﾆ,ﾗﾛｰｻﾞR,本,600
500227,ﾗﾛ-ｻﾞRｾｯﾄ･ﾐﾆ,ﾗﾛｰｻﾞR,ｾｯﾄ,3000
500228,溶剤 AK-35　(4L入),AK-35,個,0
500229,溶剤AK-35(300ml),AK-35,本,0
500230,溶剤AK-35(3L入)　ｻﾝﾌﾟﾙ,AK-35,個,0
500235,ﾗﾛ-ｻﾞRｾｯﾄﾐﾆ(ｻﾝﾌﾟﾙ),ﾗﾛｰｻﾞR,ｾｯﾄ,0
500236,補助剤 ﾗﾛｰｻﾞR1 補充用*1L入,ﾗﾛｰｻﾞR,本,7000
500237,補助剤 ﾗﾛｰｻﾞR2 補充用*1L入,ﾗﾛｰｻﾞR,本,7000
500238,補助剤 ﾗﾛｰｻﾞR3 補充用*1L入,ﾗﾛｰｻﾞR,本,7000
500239,補助剤 ﾗﾛｰｻﾞR4 補充用*1L入,ﾗﾛｰｻﾞR,本,7000
500240,補助剤 ﾗﾛｰｻﾞRｾｯﾄ(4本入),ﾗﾛｰｻﾞR,ｾｯﾄ,10000
500241,補助剤 ﾗﾛｰｻﾞR1(200ml),ﾗﾛｰｻﾞR,本,0
500242,補助剤 ﾗﾛｰｻﾞR2(200ml),ﾗﾛｰｻﾞR,本,2500
500243,補助剤 ﾗﾛｰｻﾞR3(200ml),ﾗﾛｰｻﾞR,本,2500
500244,補助剤 ﾗﾛｰｻﾞR4(200ml),ﾗﾛｰｻﾞR,本,2500
500245,補助剤ﾗﾛｰｻﾞR1 補充用 5L入,ﾗﾛｰｻﾞR,本,24000
500246,ｲｴﾛｰｶｯﾄ　5L入,ｲｴﾛｰｶｯ,個,8000
500247,ｱｸﾘﾙ染料(黒),ｱｸﾘﾙｾﾝ,本,0
500248,ﾎﾞｲﾗｰﾒｲﾄ　IM102,ﾎﾞｲﾗｰﾒ,個,0
500249,漂白剤　4Kg入,ﾋｮｳﾊｸｻ,本,0
500252,酸価測定液　10本入,ｻﾝｶｿｸﾃ,C/S,2500
500254,溶剤AK-35　5L入,AK-35,個,0
500255,補助剤ﾗﾛｰｻﾞR3 補充用 5L入,ﾗﾛｰｻﾞR,個,24000
500256,ｻﾞｲﾂ補充用 1KG入　青　ｸｲｯｺｰﾙ,ｻﾞｲﾂ,本,0
500257,補助剤ﾗﾛｰｻﾞR1 補充用 4L(1LX4ｹ),ﾗﾛｰｻﾞ,ｹｰｽ,19200
500258,ﾗﾛｰｻﾞR2　25ml　袋入り,ﾗﾛｰｻﾞｱ,本,0
500259,補助剤 ﾗﾛｰｻﾞRｾｯﾄ　補充用1L入,ﾗﾛｰｻﾞ,ｾｯﾄ,0
500260,補助剤 ﾗﾛｰｻﾞR1(ﾐﾆ),ﾗﾛｰｻﾞR,本,0
500261,溶剤ﾗﾛｰｻﾞβ21　3L,ﾗﾛｰｻﾞﾍ,個,0
500262,溶剤 ﾗﾛｰｻﾞΣ21　2L,ﾗﾛｰｻﾞｼ,個,3000
500263,洋金粉,ｷﾝﾌﾟﾝ,本,0
500265,漂白剤　300ｇ入,ﾋｮｳﾊｸ,個,0
500269,粉洗剤(簡潔主義)　4Kg入,ｶﾝｹﾂ,個,0
500270,ラヴリーワン(洗剤15kg),ﾗｳﾞﾘ,C/S,9000
500271,漂白剤　2KG入　過炭酸ﾅﾄﾘｳﾑ,ﾋｮｳﾊ,個,0
500272,ﾐｽﾄﾗﾙ500ｽﾍﾟｼｬﾙ　1KG,ﾐｽﾄﾗﾙ,個,0
500273,補助剤ﾗﾛｰｻﾞR1　5L(UN缶入),ﾗﾛｰｻﾞR,個,0
500274,補助剤ﾗﾛｰｻﾞR4　5L(UN缶入),ﾗﾛｰｻﾞR,,0
500275,溶剤 ﾗﾛｰｻﾞ∑21　3L入,ﾗﾛｰｻﾞｼ,個,0
500276,ｻﾞｲﾂ補充用 1KG入　紫　ﾗｺｰﾙ,ｻﾞｲﾂ,本,0
500277,ｲﾝｸｷﾗｰ(250ml)ﾐｽﾞﾎ,ｲﾝｸｷﾗｰ,本,0
500278,ｻﾞｲﾂ補充用 1KG入　茶　ｶﾗｿﾞｰﾙ,ｻﾞｲﾂ,本,0
500279,ﾗｲﾝﾍﾙﾊﾟｰ　420ml,ﾗｲﾝ,本,0
500280,一級 エタノール 99.5% 18L,ｴﾀﾉｰﾙ,,0
500281,ｿﾙｶﾝ365mfc　22Kg入,ｿﾙｶﾝ,缶,0
500282,ﾌﾛﾝ141B(5KG入り),ﾌﾛﾝ141,個,0
500283,ｴﾋﾞｽｶﾞｰﾄﾞｺﾝｸ30　4L,ｴﾋﾞｽｶﾞ,個,0
500285,漂白剤　1Kg　微粒,ﾋｮｳﾊｸ,個,5000
500289,ﾆﾄﾌﾛﾝ粘着ﾃｰﾌﾟ0.13x30巾X10mｶﾞﾗｽｺｰﾃｨﾝｸ,ﾆﾄﾌﾛﾝ,巻,0
500291,ﾊｲﾄﾞﾛｻﾙﾌｧｲﾄ　100ｇ,ﾊｲﾄﾞﾛｻ,本,0
500292,針状石鹸　4Kg入,ｼﾝｼﾞｮｳ,個,3500
500296,ﾁｬｺ消ｼ(水用),ﾁｬｺｹ,本,0
500297,ｴﾈﾛｸﾘｰﾝ,ｴﾈﾛ,個,800
500298,溶剤　ﾗﾛｰｻﾞR2000α.t*500300,ﾗﾛｰｻﾞｱ,缶,16000
500299,溶剤　ﾗﾛｰｻﾞR2000α･M*500300,ﾗﾛｰｻﾞｱ,缶,0
500300,溶剤 ﾗﾛ-ｻﾞR2000α,ﾗﾛｰｻﾞｱ,缶,17000
500301,ﾗﾛ-ｻﾞΣ21(ﾄﾞﾗﾑ入り),ﾗﾛｰｻﾞｼ,ﾄﾞﾗﾑ,0
500302,溶剤 β21(ｻﾝﾌﾟﾙ)3L,ﾗﾛｰｻﾞﾍ,個,0
500303,溶剤 ﾗﾛｰｻﾞβ21　UN缶入,ﾗﾛｰｻﾞﾍ,缶,0
500304,A*ﾗﾛｰｻﾞβ21,Aﾗﾛｰｻ,缶,0
500305,ﾎﾜｲﾄｶﾞｿﾘﾝ　18L,ﾎﾜｲﾄｶﾞ,缶,7000
500306,A*ﾗﾛｰｻﾞΣ21,Aﾗﾛｰｻ,缶,0
500308,A･R2000α,A･R200,缶,0
500310,ﾗﾛｰｻﾞβ21(190ml入),ﾗﾛｰｻﾞ,本,0
500312,補助剤ﾗﾛｰｻﾞR1 補充用 4L入,ﾗﾛｰｻﾞR,個,19200
500313,補助剤ﾗﾛｰｻﾞR2 補充用 4L入,ﾗﾛｰｻﾞR,個,19200
500314,補助剤ﾗﾛｰｻﾞR3 補充用 4L入,ﾗﾛｰｻﾞR,個,19200
500315,補助剤ﾗﾛｰｻﾞR4 補充用 4L入,ﾗﾛｰｻﾞR,個,19200
500316,粒状白鷺　活性炭　DC-3,ｶｯｾｲﾀﾝ,箱,0
500317,水性前処理剤 BM-301(4LX4ｹ),ﾏｴｼｮﾘ,C/S,10000
500318,ﾄﾞﾗｲｿｰﾌﾟJUN‐DC7,ﾄﾞﾗｲｿｰ,缶,18000
500319,ｶｰﾄﾘｯｼﾞﾌｨﾙﾀｰ　DCE470,ｶｰﾄﾘｯｼ,本,0
500320,ｶ-ﾄﾘｯｼﾞFC -4532,ｶｰﾄﾘｯｼ,個,0
500321,ﾄﾞﾗｲｿﾌﾄDCｺﾝｸ,ﾄﾞﾗｲｿﾌ,缶,0
500322,軟水剤 NT-100,ﾅﾝｽｲｻﾞ,缶,18000
500323,ﾆｭｰﾄﾘﾝRS-100(移染防止剤)17KG,ﾆｭｰﾄﾘﾝ,缶,16000
500324,TKｰｴｺｿｰﾌﾟ(18KG),ｴｺｿｰﾌﾟ,缶,0
500325,ﾄﾞﾗｲｿｰﾌﾟ　ｸﾘｽﾀｲﾙJUN-2,ｸﾘｽﾀｲﾙ,缶,20000
500326,ｸｵﾘﾃｨｱｯﾌﾟ17KG入,ｸｵﾘﾃｨｱ,缶,18000
500327,ﾄﾞﾗｲｿｰﾌﾟ　T-10E　石油,ﾄﾞﾗｲｿｰ,缶,17000
500328,ﾄﾞﾗｲｿｰﾌﾟJUN DC-7P,ﾄﾞﾗｲｿｰ,缶,18000
500329,ﾄﾞﾗｲｿｰﾌﾟJUN-DCｺﾝｸ,ﾄﾞﾗｲｿｰ,缶,20000
500330,ﾉｵﾗｯｸｽ STS,ﾈｵﾗｯｸｽ,缶,18000
500331,ｿｰﾌﾟ　JUN-38,Jun-38,缶,18000
500332,ﾗﾉｿﾞｰﾙSS(17KG)浴中柔軟剤,ﾗﾉｿﾞｰﾙ,缶,0
500333,ｶ-ﾄﾘｯﾁﾞﾌｨﾙﾀ- C-450,ｶｰﾄﾘｯｼ,本,14000
500334,ﾄﾞﾗｲﾉﾝW(帯電防止)18KG,ﾄﾞﾗｲﾉﾝ,缶,25000
500335,TKﾎﾜｲﾄ　15kg入,TKﾎﾜｲﾄ,箱,0
500336,ｼｪﾙﾌﾞﾗｲﾄｿﾞﾙ(18L),ｼｪﾙﾌﾞﾗ,缶,0
500337,ﾒﾀ硅酸,ﾒﾀｹｲｻﾝ,袋,4000
500338,ｴｺｿﾙﾄ,ｴｺ,袋,0
500339,ﾊｲﾚｼﾞﾝZP(18Kg),ﾊｲﾚｼﾞﾝ,缶,12000
500340,ｶｰﾄﾘｯｼﾞﾌｨﾙﾀｰ,ｶｰﾄﾘｯｼ,本,9500
500341,ｶｰﾄﾘｯｼﾞﾌｨﾙﾀｰSK-340,ｶｰﾄﾘｯｼ,本,8500
500342,ﾄﾞﾗｲﾉﾝW(4L入),ﾄﾞﾗｲﾉﾝ,個,0
500343,ｸｵﾘﾃｨｱｯﾌﾟ4L入,ｸｵﾘﾃｨｱ,個,0
500344,ｶｰﾄﾘｯﾁﾞﾌｨﾙﾀ-　SK-450ND,ｶｰﾄﾘｯｼ,本,7500
500345,ｶ-ﾄﾘｯﾁﾞﾌｨﾙﾀｰ Y-47,ｶｰﾄﾘｯﾁ,本,0
500346,ｶｰﾄﾘｯﾁﾞﾌｨﾙﾀｰY-34,ｶｰﾄﾘｯﾁ,本,0
500348,ｸﾘｽﾀﾙJUN2(4L入),ｸﾘｽﾀﾙ,個,6000
500349,ｶｰﾄﾘｯｼﾞﾌｨﾙﾀｰ　DC-450L　2本入,ｶｰﾄﾘｯｼ,本,0
500350,ﾄﾞﾗｲｿﾌﾄDCｺﾝｸ(4L),ﾄﾞﾗｲｿﾌ,個,7000
500351,水性前処理剤 BM-301(4L),ﾏｴｼｮﾘ,個,3000
500352,ｶｰﾄﾘｯｼﾞ(SK-1R)*4本,ｶｰﾄﾘｯﾁ,ｾｯﾄ,24000
500353,純ﾎﾜｲﾄ(5Kｇ),ｼﾞｭﾝﾎﾜ,個,4500
500354,油性前処理剤 ST-910(18L),ｴｽﾃｨ,缶,13000
500356,柔軟仕上げ剤(DSｰ1),ｼﾞｭｳﾅﾝ,缶,0
500357,ﾗﾉｿﾞｰﾙ SS 浴中柔軟剤 4Kg,ﾗﾉｿﾞｰﾙ,個,7000
500358,ﾊﾟﾜｰｿｰﾌﾟ(ｹﾞﾝﾌﾞ)ﾉｰﾏﾙﾀｲﾌﾟ*15KG,ﾊﾟﾜｰｿｰ,缶,0
500359,水洗い洗剤　ﾋﾟｭｱﾎﾜｲﾄ　15Kg,ﾋﾟｭｱﾎﾜ,ｹｰｽ,0
500360,ﾄﾞﾗｲｿｰﾌﾟT-10(4L入),ﾄﾞﾗｲｿｰ,個,0
500361,万能洗濯　4kg,ﾊﾞﾝﾉｳｾ,個,0
500362,ﾊﾞﾚｴ衣裳専用洗剤（5KG),ﾊﾞﾚｴ,個,0
500374,ﾄﾞﾛｷﾗｰ(水性ｲﾝｸ落し)　5L,ﾄﾞﾛｷﾗｰ,個,8000
500376,過ﾏﾝｶﾞﾝ酸ｶﾘｳﾑ(500g),ｶﾏﾝｶﾞﾝ,本,1200
500382,ﾆｭｰﾊﾞｲｵｽｰﾊﾟｰ(4KgX4ｹ),ﾆｭｰﾊﾞｲ,C/S,0
500384,ｼﾘｺﾝKJ-35　4Kg,ｼﾘｺﾝ,個,0
500409,油性前処理剤　ST-910(4L),ﾏｴｼｮﾘ,個,5000
500414,ｻｸﾗﾍﾞﾝｼﾞﾝ　18L,ﾍﾞﾝｼﾞﾝ,缶,8800
500415,ｶｰﾄﾘｯｼﾞﾌｨﾙﾀｰ　SK-451ND,ｶｰﾄﾘｯｼ,本,0
500421,汗取りﾊﾟｯﾄ(10ｾｯﾄ入)　ｱｾｰﾇ,ｱｾﾄﾘ,C/S,800
500423,縫製用血液落し　　150ml,ｹﾂｴｷ,本,1800
500424,水性前処理剤　MK-501　4L入,ﾏｴｼｮﾘ,本,0
500427,ﾀﾌﾀｰﾁ　(ｽﾌﾟﾚｰ糊),ﾀﾌﾀｰﾁ,本,800
500434,ｿﾌﾚｰﾀｰ　SW-30　柔軟剤　18KG,ｿﾌﾚｰ,缶,0
500441,Bｶﾞｰﾄﾞ(17L),ﾋﾞｰｶﾞｰﾄﾞ,缶,0
500443,万能洗択　10Kg,ﾊﾞﾝﾉｳ,個,0
500445,純水　5L,ｼﾞｭﾝ,個,0
500451,ﾀｯｸｵﾌ　粘着防止剤　300ml,ﾀｯｸｵﾌ,本,2000
500454,ﾅｳﾃﾞｨHP-2525,ﾅｳﾃﾞｨ,個,0
500455,ﾌﾞﾙｰﾓｱ,ﾌﾞﾙｰﾓｱ,個,0
500456,精製水　18L,ｾｲｾｲｽｲ,個,3000
500457,ナウディST880,ﾅｳﾃﾞｨS,個,0
500458,ｳﾙﾄﾗﾌﾞﾙﾀﾞｰ(漂白強化剤)10kg,ｳﾙﾄﾗ,袋,0
500459,ﾄﾞﾗｲｽﾀｰ5　　15kg,ﾄﾞﾗｲ,缶,0
500460,ｱｲｿｰﾙｴｰｽ　20L,ｱｲｿｰﾙ,個,0
500461,石油用撥水加工剤,ﾊｯｽｲ,個,0
500462,ﾄﾞﾗｲｿｰﾌﾟT-10　1L,ﾄﾞﾗｲｿｰ,個,1500
500463,洗剤　ｴｺｽﾏｲﾙ　PO-8　10Kg,ｴｺｽﾏｲﾙ,箱,0
500464,ｶﾞｰﾄﾞｽﾙｰS(防水除去剤),ｶﾞｰﾄﾞ,本,0
500465,ｽﾎﾟｯﾄｾﾞﾘｰM2(蛋白系補助剤),ｽﾎﾟｯﾄ,本,0
500466,ﾋｭｰｽﾞｱｳﾄ(剥離剤:ｽﾌﾟﾚｰ),ﾋｭｰｽﾞ,本,1500
500467,前処理剤(ﾌﾛﾝﾃｰｼﾞNF-365)15㎏入,ﾌﾛﾝﾃｰ,缶,0
500468,花王ｱｸﾃｨﾍﾞｲﾄL40　10Kg入,ｱｸﾃｨﾍﾞ,個,0
500469,花王ｽｰﾊﾟｰﾜﾝﾀﾞｰｽﾀｰﾁ10kg　廃番2023.06,ﾜﾝﾀﾞｰ,,0
500470,ｱｲｿｰﾙ (18L),ｱｲｿｰﾙﾜﾀﾍﾞ,,0
500471,ｱｲｿｰﾙｿﾌﾄ（17L）,ｱｲｿｰﾙﾜﾀﾍﾞ,,0
500472,アセスパット(ﾐｽﾞﾎ)4L入,ｱｾｽﾊﾟｯ,個,0
500473,花王ﾆｭｰ吸水ｿﾌﾀｰ　10Kg入,ｷｭｳｽｲ,個,0
500474,ﾃﾞｽﾋﾟｱ(わきが臭除去剤)220ml,ﾃﾞｽﾋﾟｱ,本,4000
500475,ﾗｲﾄ抗菌ｿﾌﾀｰｶｼﾐｱﾝ　10kg,ﾗｲﾄｺｳｷﾝｿﾌﾀ,個,0
500476,ｱﾝｺﾞﾗﾒｲﾄｽﾌﾟﾚｰ,ｱﾝｺﾞﾗﾒｲﾄｽﾌ,本,0
500477,ﾆﾝｼﾞｬｳｴｯﾄ(16Kg),ﾆﾝｼﾞｬ,缶,0
500478,油洗ｽﾄﾛﾝｶﾞｰ(18kg),ﾕｾﾝｽﾄﾛﾝｶﾞ,個,0
500480,ﾁｭｰｺｰﾌﾛｰﾌｯ素樹脂粘着ﾃｰﾌﾟ,ﾆﾄﾌﾛﾝ,巻,0
500481,A*AK-35,Aｴｰｹｰ,缶,0
500482,溶剤　AK-35Ⅱ　UN缶仕様,AK-35,缶,0
500483,I*AK-35　預かり分より,Iｴｰｹｰ,缶,0
500485,ｻﾞｲﾂ補充用 1KG入　黄　ﾌﾗﾝｺｿﾞｰﾙ,ｻﾞｲﾂ,本,0
500486,ｶﾗｰﾘﾑﾊﾞｰ(100ml),ｶﾗｰﾘﾑﾊﾞ,本,0
500487,ｻﾞｲﾂ補充用 1KG入　橙　ｶﾌｪｿﾞｰﾙ,ｻﾞｲﾂ,本,0
500488,ｻﾞｲﾂ補充用 1KG入　赤　ﾌﾞﾙﾄｰﾙ,ｻﾞｲﾂ,本,0
500490,補助剤ﾗﾛｰｻﾞR　　 L(UNﾎﾟﾘﾀﾝｸ入),ﾗﾛｰｻﾞR,,0
500491,ｶｾｿﾞｰﾙ　AV-15 18kg,ｶｾｿﾞｰﾙ,缶,0
500492,ｶﾞｰﾄﾞ液希釈溶剤(15㎏),ｶﾞｰﾄﾞｴｷ,缶,0
500493,ｼﾐ抜き溶剤(眞藤仕様),ｼﾐﾇｷﾖｳｻﾞｲ,缶,0
500494,輪じみｸﾘｰﾝ(420ml),ﾜｼﾞﾐｸﾘｰﾝ,本,0
500495,花王ﾜｲﾄﾞﾊｲﾀｰ(1L)　ﾎｰﾑｾﾝﾀｰ,ﾊｲﾀｰ,個,600
500496,溶剤　NEW AK－35(16K)　使用禁止,AK-35,缶,17500
500497,花王 ｿﾌﾀｰ1/3　10㎏,ｿﾌﾀｰ,個,0
500498,染料筆ペン（18色）,ﾌﾃﾞﾍﾟﾝ,ｾｯﾄ,0
500499,A･ﾍﾞﾝｼﾞﾝ　500ml,ﾍﾞﾝｼﾞﾝ,本,0
500500,溶剤ﾗﾛｰｻﾞβ21　300ml,ﾗﾛｰｻﾞﾍ,個,0
500502,ｼﾙｴｯﾄﾒｲｸｸｲｯｸｽﾌﾟﾚｰ(ｽﾄﾛﾝｸﾞ),ｼﾙｴｯﾄﾒｲｸ,本,2000
500503,ｸﾞﾗﾝﾄﾞﾏｯｸｽ,ｸﾞﾗﾝﾄﾞﾏｯｸｽ,個,2000
500504,前処理ｼﾐ抜き溶剤,ﾏｴｼｮﾘｼﾐﾇｷ,缶,0
500505,再製剤ｸﾘｰﾝ　18ｷﾛ,ｸﾘｰﾝ,,0
500506,複合清缶剤　A-13M　20KG,ﾌｸｺﾞｳ,缶,0
500507,AQURA WATER　（4L）,ｱｸﾗ,個,0
500508,AQURA WATER　（4L）4本入り,ｱｸﾗ,ｾｯﾄ,0
500509,新配合ｼﾐ抜き溶剤　（16L）,ｼﾐﾇｷ,缶,0
